temperature,rainfall,humidity
30.9,87.86,33.32
48.28,71.05,98.35
65.27,69.47,71.61
84.95,22.86,33.3
45.75,52.45,54.19
61.34,67.48,32.3
71.03,89.8,70.81
28.06,77.22,84.02
26.41,41.99,60.76
83.12,38.3,78.96
30.56,28.64,53.89
48.91,61.56,93.98
68.98,83.52,64.32
35.43,31.45,64.08
56.12,34.8,86.14
68.44,67.86,61.32
62.38,29.23,47.15
35.36,75.14,81.53
64.71,27.71,73.27
51.16,71.61,68.21
73.47,32.61,85.09
72.19,44.61,71.7
29.21,70.61,73.84
46.46,95.9,94.62
49.79,92.29,67.17
69.62,25.53,55.9
88.42,38.39,57.02
46.48,27.41,38.79
36.21,30.29,80.38
59.19,90.49,67.0
46.09,26.1,65.88
86.03,32.34,87.51
49.28,40.73,70.05
49.32,35.8,62.52
32.01,36.91,79.42
76.77,28.38,73.26
45.13,79.9,82.82
86.3,87.87,93.52
27.63,81.01,87.34
58.67,77.62,69.6
36.03,56.6,87.88
41.63,32.18,92.2
81.43,41.63,43.1
27.45,45.97,46.44
43.85,27.88,39.93
44.06,89.74,87.14
39.77,51.42,65.49
89.06,61.38,43.09
38.83,74.06,40.79
87.61,95.1,55.24
84.32,49.52,71.23
52.91,44.79,29.72
58.36,72.29,47.42
26.46,73.07,51.51
39.12,40.02,89.27
86.74,77.41,90.12
52.28,49.28,82.17
72.14,49.63,82.09
40.83,34.02,81.12
52.92,26.61,55.27
34.62,88.49,35.24
59.8,38.99,78.9
84.96,66.24,33.97
30.89,60.28,53.81
86.76,71.36,59.67
84.56,65.1,72.78
51.5,42.07,82.14
50.27,68.5,79.01
88.27,58.77,93.79
81.79,65.5,46.65
74.67,50.35,29.03
54.62,43.15,33.82
58.84,89.18,44.09
31.42,20.57,53.93
35.88,44.75,34.55
55.43,27.35,84.16
80.93,80.31,88.13
40.12,64.48,59.12
87.32,67.26,57.03
90.58,89.91,46.78
51.91,63.03,30.95
46.15,78.9,51.65
83.12,28.87,76.32
47.92,77.89,40.78
65.05,42.19,83.64
28.6,81.1,37.44
80.5,63.38,45.01
32.97,38.85,46.17
27.3,74.52,61.09
82.27,80.59,80.58
80.13,85.05,62.29
82.03,20.7,91.05
81.83,67.69,50.38
44.14,65.51,92.61
42.52,69.71,34.71
65.81,55.68,93.84
38.23,69.96,57.33
46.96,70.94,53.31
26.42,25.65,77.34
76.57,71.3,97.1
59.94,58.21,89.37
87.06,27.69,35.82
38.38,91.58,47.55
32.65,75.14,28.88
71.23,89.86,50.35
41.2,53.56,86.9
78.05,52.41,81.24
70.67,74.71,58.6
78.49,42.58,96.36
64.01,72.43,52.91
53.63,25.75,70.52
51.04,29.18,54.59
36.89,50.93,30.83
63.63,21.35,35.69
85.45,43.38,60.24
82.19,24.12,38.04
50.15,93.99,28.48
82.76,30.1,31.53
74.08,23.19,44.41
67.03,49.07,56.99
81.76,70.23,71.99
52.38,28.49,56.07
77.3,83.85,50.1
44.59,43.2,80.08
35.37,83.75,47.65
37.16,63.53,73.31
46.79,64.33,35.59
71.04,46.07,56.8
80.6,31.89,58.95
66.64,91.42,43.84
30.1,42.8,81.16
73.86,73.6,69.37
69.17,89.73,83.77
51.37,68.16,69.87
81.67,24.72,40.61
41.76,57.63,53.07
42.08,54.12,49.52
65.26,60.43,70.1
38.2,70.02,80.56
90.12,46.95,89.16
33.86,41.66,91.55
27.69,38.39,56.65
79.09,71.04,46.59
87.27,95.18,94.08
86.66,34.84,74.17
49.01,40.53,62.11
33.99,31.27,85.76
65.92,24.82,34.94
42.89,32.91,90.68
90.16,34.42,95.11
90.97,47.07,31.04
61.44,51.85,71.07
60.32,47.04,98.63
49.0,71.4,41.2
87.84,27.3,55.04
81.11,72.02,47.47
35.03,33.5,76.01
30.93,31.69,42.01
60.33,86.0,80.78
46.66,86.32,28.15
88.77,57.55,79.33
86.95,74.29,72.72
36.88,78.68,54.32
36.75,66.0,35.36
46.3,32.5,33.67
38.87,50.37,91.48
62.4,30.21,86.8
45.85,87.77,83.24
30.87,57.24,92.34
31.14,53.56,97.52
85.04,49.85,28.07
61.46,39.85,67.38
65.94,86.47,84.82
89.09,72.14,48.5
87.99,70.91,41.32
66.73,47.48,93.01
81.78,82.22,70.26
87.67,42.79,92.82
43.46,59.54,62.6
52.85,27.33,37.81
58.77,33.19,88.38
82.59,86.47,28.65
88.33,34.69,60.71
43.64,24.62,53.39
32.36,45.26,69.4
74.19,24.26,37.19
28.87,32.99,42.87
88.73,77.44,33.89
62.88,38.11,93.53
27.93,52.23,32.41
83.15,36.21,58.62
53.83,73.32,35.2
25.63,42.79,85.36
78.1,21.2,68.36
48.7,55.42,70.57
89.04,35.11,79.72
26.06,72.25,83.49
32.34,26.89,33.08
62.01,43.4,49.52
62.63,28.3,33.86
83.17,88.11,89.37
25.11,83.85,75.66
38.76,43.81,92.43
66.21,53.07,90.81
40.16,31.63,38.92
59.54,31.57,58.03
63.11,60.68,35.55
87.24,66.72,44.15
88.88,58.67,61.23
37.27,91.7,51.24
49.39,41.61,84.2
55.05,25.41,36.82
87.98,60.56,56.13
55.78,36.06,75.5
79.8,79.52,70.56
77.67,77.18,61.58
63.99,30.44,49.46
86.23,20.35,36.48
36.06,36.15,80.48
72.3,71.65,28.39
28.51,50.98,83.95
90.03,60.39,62.12
75.67,82.63,83.64
74.25,38.35,48.15
86.45,87.67,81.72
33.3,89.43,96.01
59.16,63.4,78.38
34.72,83.22,90.68
54.19,26.3,33.94
50.2,22.33,35.85
25.26,52.46,37.12
61.23,68.19,75.25
84.3,66.97,69.61
57.03,20.25,42.14
66.72,45.06,75.97
54.18,64.81,69.45
72.48,41.61,31.31
69.12,94.15,76.47
56.78,59.76,84.8
54.79,85.04,54.37
59.06,63.15,57.81
88.35,80.43,35.25
29.29,45.31,35.06
89.68,20.06,62.16
82.72,94.04,68.33
50.74,60.81,50.97
82.21,57.83,98.19
47.68,37.21,39.26
77.55,83.96,30.21
89.51,55.65,66.28
60.04,35.66,81.47
47.93,83.72,29.65
85.21,33.52,82.09
68.93,21.61,64.13
60.34,86.31,44.23
52.88,66.54,70.0
35.56,33.97,47.17
32.06,87.63,78.55
77.03,32.3,36.71
54.62,40.65,51.58
33.12,28.58,67.22
67.13,71.87,60.27
73.34,70.79,98.64
72.98,63.84,34.64
75.22,85.01,55.09
48.18,81.1,37.74
85.45,45.62,71.49
37.04,88.83,74.26
67.76,42.69,73.47
26.52,74.63,72.53
88.93,85.37,53.43
53.94,38.12,87.86
33.75,36.07,43.01
33.23,90.4,96.47
84.92,22.12,70.56
33.65,89.0,30.47
88.58,38.14,30.16
25.94,58.39,43.46
41.52,26.43,49.8
45.18,78.2,74.79
39.09,29.92,86.29
87.31,85.63,88.06
60.18,41.31,40.49
42.53,32.96,28.09
56.84,53.83,81.64
26.13,22.52,31.04
87.14,92.18,91.44
76.72,94.91,86.25
78.51,46.94,81.51
66.32,59.19,57.02
28.8,36.65,57.08
48.28,38.58,85.02
46.34,58.59,88.57
35.24,67.61,58.19
78.65,62.32,74.98
40.17,20.3,44.96
44.12,57.95,57.81
32.19,37.95,51.27
46.18,59.91,56.99
58.58,93.72,89.3
26.37,79.7,80.3
60.81,76.96,47.51
47.44,65.74,28.03
61.66,37.14,36.38
63.01,77.23,32.56
35.65,44.08,51.47
83.81,34.92,77.24
88.74,90.72,93.36
79.62,86.56,53.08
45.45,39.8,72.53
67.0,61.52,39.31
73.04,84.18,85.72
26.39,95.0,47.04
84.52,67.47,60.3
50.64,68.24,94.21
75.0,31.63,34.79
66.85,37.79,36.95
72.21,37.55,47.29
39.44,83.58,58.34
36.27,68.21,32.77
57.09,89.26,28.63
57.63,67.57,35.04
71.36,43.3,33.91
30.49,61.58,28.08
37.87,56.35,41.07
44.7,60.77,65.94
53.01,40.58,87.52
60.65,78.05,95.95
38.77,68.9,30.89
64.24,37.38,45.32
33.96,22.92,28.02
41.72,41.25,48.54
50.23,95.61,72.8
63.59,47.86,45.54
54.37,68.81,41.53
55.9,95.62,29.22
85.32,22.02,63.92
67.37,34.36,50.21
83.68,47.11,77.66
30.39,84.06,70.42
42.08,67.91,37.38
71.94,87.44,84.26
54.58,21.08,67.81
69.82,48.93,38.42
35.42,40.3,76.2
29.91,71.01,35.43
67.68,25.05,88.55
31.55,52.49,40.65
30.67,38.21,97.73
35.47,84.58,92.51
67.63,50.51,58.73
36.61,33.46,55.42
72.11,67.1,36.46
86.46,34.11,82.14
29.08,60.11,91.66
57.49,61.05,37.95
33.82,44.66,29.66
68.68,40.21,57.6
76.47,41.31,96.66
88.57,35.71,50.24
66.51,44.81,58.17
81.47,22.06,97.19
38.3,56.05,44.62
39.02,23.35,64.28
86.93,53.04,93.53
33.87,63.1,60.72
48.85,92.34,75.5
53.29,35.73,92.92
26.71,80.89,76.05
26.13,39.22,69.08
55.26,57.9,51.45
37.32,52.37,38.06
84.11,22.24,28.1
48.23,83.7,66.09
68.74,90.57,63.56
25.51,49.84,73.16
72.68,66.07,60.01
51.2,67.88,80.82
85.76,63.7,61.05
31.6,89.83,42.13
69.15,31.48,36.91
25.53,65.72,46.53
89.7,71.2,93.76
34.44,60.86,55.44
82.01,23.81,51.3
30.61,32.0,42.56
72.35,43.73,97.47
27.21,61.91,65.73
35.51,72.62,76.84
26.16,55.59,89.79
47.73,54.89,85.3
25.51,91.54,46.1
58.69,91.88,28.41
33.04,68.82,88.77
38.96,90.42,55.28
89.2,64.47,70.53
71.24,89.47,81.08
85.07,70.9,44.71
76.27,50.96,89.19
77.15,58.79,37.4
42.29,90.91,64.96
33.25,84.38,91.65
45.62,80.57,64.88
26.19,54.42,36.67
26.44,22.22,73.45
59.76,56.2,77.52
48.74,25.35,96.63
70.8,52.83,79.85
25.08,77.99,51.47
89.26,23.93,54.39
48.6,37.05,51.4
50.42,69.04,49.42
64.59,83.93,37.26
70.02,43.1,64.83
66.0,83.68,41.08
66.99,20.75,68.52
44.67,93.72,84.34
77.9,55.31,88.47
32.25,75.89,32.18
47.81,35.42,47.57
42.66,61.86,48.48
28.94,40.57,89.38
62.71,88.01,36.24
49.86,51.52,74.91
46.82,72.44,84.85
57.39,59.52,96.66
44.68,69.0,85.69
82.22,43.38,56.52
55.31,47.23,48.17
66.51,91.95,75.55
67.55,87.83,71.86
35.77,38.66,55.45
51.16,22.14,35.06
66.43,51.29,56.56
86.72,50.74,97.42
71.87,69.4,62.25
45.51,90.16,42.59
40.81,45.59,65.79
47.97,25.33,30.75
48.83,64.72,58.13
45.95,89.82,36.95
46.71,89.77,28.17
38.12,50.59,57.81
27.79,25.09,36.17
53.47,75.87,39.33
52.42,83.54,32.71
90.38,58.88,43.55
83.31,83.37,74.17
51.47,50.46,59.33
83.88,89.42,73.44
66.61,64.94,65.34
54.19,72.24,79.8
33.88,68.05,75.72
58.75,50.75,64.97
55.46,34.11,48.54
33.92,40.9,93.15
89.17,52.78,46.38
72.03,55.22,69.11
62.28,29.6,46.5
56.13,32.15,33.05
31.67,53.54,31.45
79.58,44.38,77.02
81.71,56.75,59.7
59.31,51.25,38.07
65.33,35.67,51.21
45.77,55.81,45.69
56.17,33.72,28.06
43.39,30.55,90.86
87.32,37.02,75.88
73.4,56.36,53.78
48.74,93.23,32.53
45.22,59.23,32.28
87.37,90.18,76.86
40.29,84.34,90.11
61.55,64.11,76.89
33.4,78.11,94.29
71.1,28.03,63.98
32.28,76.26,72.56
90.94,59.11,87.6
74.25,30.11,58.33
72.45,63.11,46.87
53.73,74.48,67.66
78.97,63.96,60.2
37.8,76.32,64.83
82.99,88.9,43.27
73.1,80.0,40.76
89.04,63.8,58.3
84.17,80.01,79.85
81.2,29.89,85.23
38.56,40.17,61.22
31.56,83.38,89.45
52.66,62.43,69.26
60.44,67.99,58.5
34.07,68.36,41.88
62.37,39.15,51.03
51.45,39.97,40.03
59.45,81.56,87.43
31.15,35.35,40.02
75.21,46.8,33.38
53.76,23.3,90.0
72.94,76.76,98.53
31.68,58.13,38.86
35.96,88.55,95.14
69.71,90.05,84.92
89.73,49.74,82.99
80.33,40.96,54.07
64.89,89.22,37.75
85.27,80.08,48.76
30.15,44.02,46.08
69.05,94.83,83.42
78.98,60.77,95.2
65.39,85.74,73.91
76.2,32.27,31.33
48.93,62.75,69.65
42.73,59.19,70.7
34.31,65.36,67.64
55.95,45.5,74.58
59.08,47.4,36.54
40.32,75.51,87.22
56.61,32.22,96.82
90.98,30.66,69.01
65.92,90.33,63.76
81.7,37.75,84.28
63.22,62.14,49.73
51.72,59.73,38.11
73.23,23.43,86.3
84.48,68.1,38.28
55.08,65.45,89.69
67.47,67.08,36.33
40.65,78.74,96.98
90.48,20.84,68.61
25.86,40.11,31.3
67.06,39.08,70.63
70.24,63.93,55.22
79.33,91.92,55.7
41.02,35.51,55.8
55.42,66.44,64.84
63.37,65.04,88.84
38.75,73.76,62.46
79.76,62.08,85.53
42.26,35.69,55.05
70.71,75.4,35.19
42.23,76.62,95.66
85.01,50.91,48.59
32.46,74.19,65.85
28.82,63.6,88.68
25.03,78.15,76.02
73.65,44.6,41.52
39.41,34.33,63.61
89.67,29.42,67.84
29.18,49.36,43.37
66.07,64.76,69.34
72.41,63.45,55.6
88.82,93.23,58.4
65.4,79.02,44.85
89.22,42.78,76.21
40.52,87.08,73.66
89.71,78.06,33.68
46.97,35.44,53.91
74.93,20.96,28.91
57.79,77.7,78.49
45.15,71.77,58.44
75.26,67.66,60.59
56.06,43.51,75.12
68.48,61.04,48.41
81.73,50.69,93.89
27.14,63.18,55.8
86.36,55.31,81.97
60.38,90.63,46.47
75.14,28.32,49.64
27.68,66.41,42.61
64.97,66.76,47.6
81.85,90.23,35.01
45.38,37.28,87.58
60.13,67.29,37.53
51.69,31.5,86.6
58.08,87.12,71.2
81.9,27.77,89.8
67.91,72.65,71.69
57.63,77.11,87.88
74.44,87.89,41.79
32.66,51.48,75.67
45.75,79.3,64.39
81.71,91.98,70.83
54.94,52.1,94.52
27.61,75.83,48.53
65.6,25.58,38.79
88.37,63.96,65.44
88.41,72.39,31.47
48.43,65.25,90.97
34.3,72.08,70.28
86.49,94.54,79.47
70.02,51.65,97.4
49.05,22.03,48.31
51.41,28.17,75.45
55.23,36.23,74.55
58.48,22.71,61.58
54.91,46.75,48.43
39.44,69.73,59.86
78.89,21.09,97.91
51.49,20.49,60.12
78.05,71.25,96.37
51.35,82.76,80.71
70.64,67.99,43.28
79.05,82.66,77.66
64.81,54.31,39.22
43.19,80.06,36.84
64.78,77.56,61.43
81.51,26.22,66.17
86.99,92.82,68.79
53.8,75.43,50.12
82.84,67.01,52.73
50.62,95.16,72.27
64.46,81.03,96.33
81.95,61.34,51.95
80.86,26.63,82.19
27.86,24.35,81.45
88.17,45.78,47.95
72.18,62.5,55.34
75.6,27.51,92.64
89.22,70.05,77.89
41.18,36.94,86.67
65.51,94.02,60.46
84.23,73.88,40.8
71.52,30.27,77.85
43.14,72.89,59.74
37.36,62.34,39.07
36.68,49.5,76.67
71.25,29.46,40.37
35.39,37.69,46.65
67.32,80.38,57.82
58.66,38.89,33.09
46.56,47.28,92.76
31.38,34.34,85.52
48.61,54.68,31.13
84.23,76.35,79.01
64.6,81.85,55.38
37.73,56.6,90.59
73.45,66.35,89.61
55.1,51.85,75.9
56.51,20.31,48.31
37.56,66.94,85.02
33.1,68.12,78.98
81.13,33.0,47.2
90.48,70.41,36.16
79.07,42.56,52.48
31.69,85.33,42.93
31.92,47.96,52.65
50.7,36.77,54.0
83.19,91.1,81.37
66.51,50.79,45.5
41.36,55.22,62.08
29.14,93.93,92.89
83.62,92.22,70.42
49.25,71.54,55.35
59.15,45.79,78.91
51.27,20.01,90.29
35.91,32.31,66.02
25.41,29.45,84.22
55.44,83.4,96.88
75.67,76.29,39.22
87.83,57.69,60.61
38.28,40.9,89.19
68.02,26.49,91.77
30.26,29.42,97.75
68.47,38.37,93.79
48.47,75.4,55.18
51.6,39.8,38.52
29.5,36.77,88.88
31.43,55.2,55.19
75.48,23.7,49.06
81.4,63.0,70.38
37.62,78.93,41.32
46.8,67.35,73.1
49.73,53.98,52.9
44.91,64.36,97.24
80.72,71.97,28.58
76.17,63.17,60.04
68.03,65.09,64.95
81.0,84.93,58.86
56.69,59.54,87.98
81.31,78.17,51.72
39.81,50.14,80.66
26.45,85.2,66.85
72.72,38.0,76.59
88.82,72.61,67.67
72.84,74.86,81.08
62.04,68.33,52.6
32.6,33.37,81.54
62.67,80.34,71.81
78.23,93.07,49.6
72.4,56.7,33.66
63.79,25.51,36.29
84.49,75.6,39.38
40.43,40.13,79.58
86.44,67.87,35.45
26.88,40.91,68.98
50.28,60.96,98.34
71.29,56.94,97.46
57.22,61.06,30.32
82.63,26.21,93.28
72.59,55.21,98.8
79.37,30.22,55.33
40.09,29.02,46.53
85.95,42.1,63.29
88.75,40.54,53.11
73.42,28.16,47.76
59.76,28.36,67.69
63.41,36.81,85.62
81.12,21.32,87.54
45.83,41.45,58.39
47.96,64.86,89.15
39.19,26.29,93.68
51.99,74.07,73.55
80.87,89.7,97.66
57.32,54.33,69.37
32.1,80.53,57.51
77.93,57.46,72.63
86.24,27.66,42.72
25.99,30.37,66.24
81.68,53.47,56.47
32.28,23.3,88.57
31.8,27.11,47.77
82.11,74.11,62.87
65.78,83.3,43.66
46.33,78.8,98.58
36.47,87.84,83.92
43.27,94.22,97.05
56.83,36.24,70.06
68.15,24.12,75.27
56.52,27.8,65.02
60.92,60.78,49.36
47.04,68.82,65.93
56.62,93.85,33.48
57.68,30.7,50.05
58.1,24.02,54.37
55.35,86.12,40.19
53.26,54.93,93.35
26.83,22.92,29.44
37.24,20.29,47.16
83.54,60.47,41.27
45.47,63.79,32.17
87.06,43.66,50.68
77.47,50.72,53.85
25.43,38.79,52.44
51.8,29.51,82.27
33.93,45.78,95.13
46.41,75.58,91.58
32.84,42.72,46.38
34.63,51.41,49.48
74.81,84.09,70.78
81.22,31.07,56.08
70.98,80.93,84.26
33.95,37.74,49.85
83.01,79.18,47.36
41.9,77.63,74.04
73.68,87.32,43.01
56.28,40.33,88.67
37.4,95.81,45.58
37.3,21.65,64.82
77.78,29.71,52.72
48.78,54.5,65.79
57.45,84.72,71.28
58.46,20.43,77.28
34.72,51.9,73.59
46.29,86.85,49.45
32.19,23.29,62.15
32.15,48.34,72.25
46.63,21.46,50.79
30.78,21.62,71.83
79.62,48.05,50.75
36.43,92.13,98.25
50.93,28.08,45.05
67.41,94.01,38.11
43.74,57.91,79.64
58.0,53.85,43.07
45.11,30.61,72.72
86.2,80.58,83.08
47.13,30.49,58.06
41.06,71.49,97.83
56.36,28.88,30.96
53.31,58.86,93.24
45.67,90.34,95.14
67.69,76.14,63.81
75.4,95.99,74.96
79.43,72.23,53.11
52.52,51.11,92.32
30.99,77.08,32.69
62.42,64.75,50.92
50.0,25.97,83.49
80.28,82.84,70.58
86.9,74.06,51.81
36.15,34.01,79.71
88.19,35.63,63.6
32.82,68.17,76.55
35.69,34.72,60.2
59.36,64.85,65.94
49.95,91.0,95.87
50.47,50.95,31.68
87.59,86.8,87.1
34.8,93.27,55.39
64.59,86.4,47.21
81.47,69.55,30.43
58.66,81.37,88.19
32.04,53.11,55.11
57.32,79.41,31.31
75.02,43.58,33.03
39.45,91.94,53.56
39.83,35.62,31.76
27.13,71.34,80.79
34.37,34.35,40.48
78.55,52.23,53.57
35.42,95.04,86.07
64.33,92.25,28.4
65.39,36.09,82.07
26.83,61.27,58.24
66.36,74.81,74.5
76.78,36.73,74.85
79.42,43.23,98.76
82.53,48.94,31.42
27.27,81.28,48.83
79.76,76.83,40.36
50.93,73.37,88.58
55.5,62.52,29.74
86.35,55.6,62.07
80.53,94.76,68.77
75.44,80.57,88.76
72.34,87.01,42.23
30.72,52.86,50.09
34.19,77.97,76.41
44.8,59.72,52.81
55.09,89.99,61.47
81.45,76.55,63.46
84.39,60.9,47.55
27.79,66.49,74.34
75.2,32.74,84.36
58.74,95.04,72.59
46.15,43.6,44.44
81.37,44.62,81.53
26.25,67.27,84.39
40.66,39.61,94.84
86.7,68.35,94.88
50.47,80.14,62.63
68.69,35.75,54.01
70.1,21.37,83.77
58.7,35.49,62.2
29.38,68.06,98.85
43.93,83.98,86.01
32.86,54.33,97.76
63.86,33.83,69.45
90.67,76.57,58.51
26.15,79.41,85.45
34.96,75.83,33.6
38.99,35.57,52.62
26.37,63.73,63.13
56.72,55.91,32.32
57.95,84.86,48.17
47.35,71.71,84.19
59.52,35.81,28.59
49.52,75.23,69.35
30.21,87.78,42.16
36.84,52.8,64.99
87.79,65.0,84.81
81.8,36.71,46.39
50.86,45.71,42.6
33.42,75.26,43.1
46.69,51.41,76.34
70.64,55.58,52.64
56.68,36.34,56.82
51.12,46.83,48.13
36.11,83.36,98.23
71.73,69.34,44.95
27.64,31.82,39.9
74.33,22.27,95.03
42.03,86.03,77.44
52.73,58.11,41.32
79.12,57.96,59.92
56.5,92.88,80.33
77.01,62.68,32.74
40.11,30.92,66.79
43.31,45.74,90.57
39.61,57.59,41.1
39.55,92.85,47.63
26.11,58.87,71.48
67.27,64.63,36.26
67.26,38.89,67.0
69.12,85.43,70.24
42.6,81.37,96.92
40.8,42.23,95.71
60.91,54.34,62.72
30.87,72.74,83.53
53.01,39.74,60.64
36.71,26.58,35.64
70.23,27.16,79.28
40.54,48.01,54.28
45.17,77.14,31.15
84.41,95.13,41.54
36.8,30.25,29.44
31.78,44.94,84.56
68.86,74.42,35.37
25.37,49.55,36.25
55.03,52.92,97.56
26.78,20.34,40.16
25.29,54.81,87.07
57.87,56.13,84.36
26.91,20.79,63.9
31.82,44.29,81.32
34.94,74.46,56.28
80.3,61.29,95.23
81.14,23.05,40.21
60.61,28.36,97.85
73.91,52.97,71.26
88.67,74.16,76.36
57.24,48.96,67.27
51.87,78.48,88.98
31.0,84.44,48.77
34.74,45.8,51.32
55.84,91.62,51.58
45.99,58.45,86.93
56.79,77.6,37.07
82.94,47.44,41.05
72.29,95.18,93.25
39.86,69.51,43.76
50.18,25.83,59.92
88.7,48.68,83.52
51.32,89.09,64.58
46.54,28.56,91.2
89.46,94.81,48.63
40.94,85.13,87.52
32.74,62.93,66.6
65.53,83.33,48.2
65.67,53.57,42.12
65.14,40.54,75.06
58.0,72.29,90.86
78.89,90.81,34.07
49.21,62.78,50.31
30.23,35.28,75.75
65.46,56.77,45.06
37.91,95.33,79.13
51.15,25.71,69.28
89.71,35.12,88.0
26.73,32.0,35.93
61.87,83.81,66.06
74.82,42.85,35.63
56.47,39.58,37.79
26.5,42.18,50.6
52.6,81.17,54.22
89.56,72.37,86.58
44.72,37.72,96.32
89.38,35.73,89.9
45.21,76.03,77.57
76.69,33.36,34.14
58.76,52.96,74.61
37.8,67.45,53.39
79.01,30.16,61.9
72.18,46.83,66.18
25.95,29.37,41.33
52.29,24.04,82.69
79.52,42.6,82.14
62.56,31.69,84.2
68.59,37.33,80.02
30.61,40.6,33.78
52.6,28.55,86.28
48.05,87.58,49.99
62.41,60.18,98.38
90.38,94.79,60.54
32.52,66.09,75.73
72.05,72.58,84.66
85.92,49.97,71.11
78.55,30.81,76.08
37.12,90.65,68.41
82.45,84.56,45.16
71.47,85.16,78.89
44.44,74.66,83.93
48.24,64.15,44.11
71.49,70.3,80.9
86.46,74.3,72.11
45.21,95.77,33.62
69.44,62.07,79.21
33.67,21.95,51.2
38.0,76.29,53.48
82.96,29.15,47.53
50.71,49.51,63.4
81.74,92.82,34.22
26.37,42.28,29.88
44.52,37.3,63.07
79.49,27.17,57.43
46.2,55.65,94.33
58.29,32.82,96.68
86.77,51.79,51.27
33.51,48.29,74.24
57.46,38.54,62.76
32.74,89.09,54.67
48.13,37.81,82.93
37.16,73.57,85.7
43.1,26.46,88.22
36.63,43.77,36.5
47.03,85.87,78.98
48.64,74.41,40.02
32.38,26.61,69.7
25.09,90.45,48.21
45.47,57.95,41.01
68.76,65.73,47.83
81.85,74.3,71.06
86.06,28.52,70.0
79.19,37.24,46.49
73.17,45.66,98.54
34.29,77.8,97.6
46.6,31.35,83.43
65.93,24.29,52.34
61.68,62.6,33.57
67.19,93.39,80.32
77.1,27.36,65.08
62.19,81.59,75.27
31.52,44.9,48.93
67.1,59.02,74.77
67.81,48.54,54.09
89.14,80.72,63.18
44.75,55.17,80.25
44.07,26.59,37.47
43.94,72.34,90.07
62.53,51.05,32.88
83.5,61.16,83.56
61.54,38.38,76.36
64.47,46.79,37.92
34.09,67.88,83.31
86.68,68.31,62.23
57.99,42.04,86.13
50.7,35.64,78.74
49.77,55.22,69.68
69.68,46.17,44.36
83.05,74.62,83.4
37.06,36.94,57.63
56.45,44.02,50.92
42.54,37.8,59.04
79.14,87.57,98.58
84.27,51.02,56.02
80.49,85.72,64.2
74.59,70.52,47.48
37.49,79.91,85.01
28.32,78.13,30.37
29.1,94.96,66.28
82.8,91.13,94.09
76.64,90.77,84.01
75.73,29.02,33.07
86.36,67.91,84.97
40.23,72.48,86.58
37.69,95.91,73.98
36.48,43.92,57.41
39.32,69.54,58.17
38.16,38.99,37.91
84.99,76.85,70.57
82.15,24.2,97.43
88.09,37.37,78.69
42.8,92.75,35.56
37.96,21.45,78.64
87.1,55.01,75.0
43.72,62.97,62.93
71.0,76.86,28.85
39.25,31.99,70.48
68.01,26.3,52.94
26.84,70.2,46.08
90.88,61.53,41.33
25.22,84.86,71.31
81.16,36.02,84.34
90.9,33.04,37.56
51.2,90.28,82.89
27.98,46.12,95.43
61.82,32.18,80.03
65.58,83.31,56.22
80.46,45.25,95.91
31.44,35.89,84.75
44.23,78.42,75.24
56.12,73.18,84.26
61.58,36.11,44.19
41.98,76.57,31.98
30.63,70.0,39.93
70.76,40.97,88.17
71.29,29.71,71.5
63.82,64.14,57.31
90.94,53.51,78.98
72.5,24.01,76.68
46.18,32.07,85.8
37.74,93.79,56.46
78.88,66.17,97.94
89.64,83.58,79.9
47.91,22.13,46.1
80.16,20.61,47.93
38.04,71.86,81.26
60.2,76.44,28.74
53.05,27.49,32.81
85.62,54.81,81.16
56.88,67.83,34.66
47.79,62.84,61.49
53.25,92.84,48.42
25.73,34.88,47.06
29.27,75.17,39.98
51.7,83.44,54.47
63.94,22.76,74.86
88.02,31.76,90.25
77.62,56.01,97.64
75.75,88.83,80.45
27.38,79.2,84.06
75.59,90.27,78.34
85.63,94.69,36.12
90.27,94.82,67.45
64.36,34.18,48.44
55.98,51.72,50.95
79.8,60.3,88.38
58.03,27.71,63.16
60.16,76.2,48.48
42.19,91.67,46.19
81.69,42.36,84.47
47.91,24.57,60.98
77.5,77.46,76.43
31.25,20.32,90.0
78.52,83.15,52.55
74.96,37.5,49.51
82.64,87.82,80.86
54.69,28.01,97.62
28.08,52.38,95.82
67.37,83.47,59.08
49.54,25.89,35.83
25.45,88.15,70.56
35.38,30.47,42.08
70.59,89.47,92.12
54.74,30.75,84.72
27.21,44.9,60.14
58.86,94.75,55.79
43.58,82.73,36.93
47.4,30.36,62.25
83.25,69.14,56.67
82.37,29.33,76.53
71.9,69.72,92.58
53.29,31.24,41.78
69.09,30.38,92.54
82.24,90.55,41.04
52.42,71.66,29.46
25.28,50.93,28.04
46.31,72.4,46.53
67.53,88.17,35.69
49.77,94.1,33.09
61.58,76.76,78.51
65.93,79.04,89.41
42.95,41.25,38.14
27.87,73.94,57.65
56.56,95.62,51.38
69.04,33.69,43.63
28.52,91.89,44.75
26.85,27.87,97.76
25.54,62.48,32.35
54.27,89.66,34.81
40.89,61.95,52.91
38.91,56.51,54.41
62.89,93.41,94.76
57.71,94.23,62.32
49.61,88.68,87.56
31.73,59.28,89.27
63.67,61.41,39.69
59.34,95.01,89.29
65.01,39.19,36.7
70.86,73.22,46.09
79.56,89.82,36.46
30.97,27.52,55.32
62.53,76.2,30.46
